Humidity,Gaming_Hours,Physical_Activity_Hours,Age,Screen_Time_Hours,Source,Step_count,Quality of Sleep,User_ID,Stress_Level,Occupation,Support_Systems_Access,Stress Level,Mental_Health_Status,Temperature,Gender,Sleep Duration,Work_Environment_Impact,Sleep_Hours,Physical Activity Level,Person ID,Technology_Usage_Hours,Online_Support_Usage,Social_Media_Usage_Hours,Unnamed: 8
,2.9,1.18,26,10.05,tech.csv,,,USER-01123,Low,,Yes,,Poor,,Male,,Positive,6.62,,,8.28,No,1.96,
,4.69,9.87,63,3.69,tech.csv,,,USER-01124,Medium,,No,,Poor,,Male,,Positive,4.17,,,11.04,Yes,0.39,
,1.71,5.63,18,14.61,tech.csv,,,USER-01125,High,,Yes,,Good,,Female,,Negative,4.48,,,9.89,Yes,1.28,
,4.55,5.6,38,14.48,tech.csv,,,USER-01126,High,,No,,Good,,Other,,Neutral,4.06,,,7.94,No,7.07,
,4.88,5.82,51,4.41,tech.csv,,,USER-01127,Low,,Yes,,Excellent,,Male,,Neutral,6.69,,,10.7,Yes,4.97,
,1.41,2.25,32,11.34,tech.csv,,,USER-01128,Low,,No,,Excellent,,Other,,Neutral,7.95,,,5.34,No,6.19,
,2.93,6.06,29,1.91,tech.csv,,,USER-01129,Low,,No,,Excellent,,Female,,Neutral,8.03,,,1.74,Yes,6.24,
,4.39,3.6,24,12.21,tech.csv,,,USER-01130,High,,Yes,,Excellent,,Female,,Positive,5.87,,,4.63,Yes,3.42,
,2.72,8.81,31,2.66,tech.csv,,,USER-01131,Medium,,No,,Excellent,,Female,,Neutral,7.18,,,10.8,No,4.62,
,0.42,7.58,28,10.78,tech.csv,,,USER-01132,Low,,No,,Good,,Male,,Positive,4.88,,,3.22,Yes,1.25,
,4.77,1.05,41,12.36,tech.csv,,,USER-01133,High,,No,,Poor,,Female,,Neutral,7.45,,,7.82,No,0.62,
,0.38,2.36,31,1.43,tech.csv,,,USER-01134,Medium,,Yes,,Poor,,Female,,Negative,4.58,,,1.95,Yes,2.95,
,1.82,0.9,22,14.15,tech.csv,,,USER-01135,Medium,,No,,Fair,,Male,,Neutral,6.12,,,6.47,No,6.33,
,3.55,6.0,56,14.7,tech.csv,,,USER-01136,Medium,,No,,Fair,,Other,,Positive,4.07,,,10.4,Yes,7.23,
,2.49,2.4,65,7.23,tech.csv,,,USER-01137,Medium,,No,,Fair,,Female,,Negative,8.97,,,5.57,Yes,3.5,
,1.35,2.64,21,14.56,tech.csv,,,USER-01138,Medium,,Yes,,Fair,,Male,,Positive,7.46,,,4.48,No,5.24,
,3.86,0.54,32,7.67,tech.csv,,,USER-01139,Low,,No,,Good,,Female,,Neutral,6.85,,,11.98,Yes,7.34,
,4.08,2.83,19,6.79,tech.csv,,,USER-01140,Low,,No,,Excellent,,Male,,Neutral,7.0,,,8.9,Yes,3.04,
,4.74,6.6,18,8.95,tech.csv,,,USER-01141,High,,Yes,,Fair,,Other,,Positive,7.56,,,1.66,No,0.52,
,4.06,2.34,45,4.93,tech.csv,,,USER-01142,Low,,Yes,,Excellent,,Other,,Negative,7.64,,,8.99,Yes,0.67,
,2.38,3.39,58,4.25,tech.csv,,,USER-01143,Low,,Yes,,Poor,,Other,,Positive,8.43,,,5.22,Yes,3.08,
,1.95,7.36,59,10.83,tech.csv,,,USER-01144,High,,Yes,,Good,,Female,,Negative,8.5,,,7.17,Yes,6.31,
,1.77,5.08,65,4.4,tech.csv,,,USER-01145,High,,Yes,,Fair,,Male,,Positive,6.19,,,3.35,No,1.83,
,2.23,0.35,56,5.6,tech.csv,,,USER-01146,Low,,No,,Excellent,,Female,,Positive,8.26,,,10.82,No,5.64,
,2.42,4.26,44,6.08,tech.csv,,,USER-01147,Low,,No,,Poor,,Male,,Neutral,4.63,,,2.39,No,6.95,
,4.87,4.28,23,13.52,tech.csv,,,USER-01148,Low,,No,,Fair,,Other,,Neutral,8.69,,,11.74,Yes,7.91,
,2.59,5.53,65,8.31,tech.csv,,,USER-01149,High,,No,,Poor,,Other,,Neutral,5.47,,,1.12,No,1.19,
,2.99,5.76,39,13.7,tech.csv,,,USER-01150,High,,Yes,,Excellent,,Other,,Neutral,7.28,,,3.57,Yes,6.04,
,1.49,3.56,55,10.15,tech.csv,,,USER-01151,High,,Yes,,Fair,,Female,,Positive,6.98,,,9.89,No,2.56,
,4.13,2.13,49,14.44,tech.csv,,,USER-01152,Low,,Yes,,Excellent,,Male,,Positive,5.31,,,4.35,Yes,5.65,
,3.49,6.1,31,7.56,tech.csv,,,USER-01153,Medium,,Yes,,Excellent,,Other,,Negative,8.47,,,11.96,No,5.81,
,2.61,3.22,31,5.76,tech.csv,,,USER-01154,Medium,,No,,Poor,,Female,,Neutral,8.16,,,3.98,Yes,1.82,
,1.72,2.66,44,12.84,tech.csv,,,USER-01155,Low,,No,,Good,,Other,,Positive,6.28,,,6.89,Yes,5.68,
,1.18,0.37,59,4.95,tech.csv,,,USER-01156,Low,,No,,Fair,,Male,,Negative,6.66,,,11.42,No,7.33,
,4.65,8.37,33,2.76,tech.csv,,,USER-01157,Low,,No,,Excellent,,Other,,Negative,8.99,,,5.17,Yes,3.87,
,3.47,8.83,33,14.98,tech.csv,,,USER-01158,Low,,Yes,,Excellent,,Male,,Neutral,5.56,,,5.45,No,3.41,
,4.21,4.47,18,3.24,tech.csv,,,USER-01159,High,,Yes,,Excellent,,Male,,Negative,7.91,,,10.63,No,6.57,
,1.07,7.37,40,9.82,tech.csv,,,USER-01160,Medium,,Yes,,Excellent,,Female,,Positive,4.11,,,9.54,Yes,1.43,
,2.86,9.75,44,1.54,tech.csv,,,USER-01161,High,,Yes,,Fair,,Female,,Neutral,4.96,,,9.07,Yes,5.9,
,2.61,2.1,65,12.43,tech.csv,,,USER-01162,Low,,No,,Poor,,Female,,Negative,4.19,,,11.67,Yes,2.7,
,0.36,5.65,20,12.16,tech.csv,,,USER-01163,High,,Yes,,Excellent,,Female,,Positive,5.65,,,4.56,No,1.08,
,3.67,9.96,42,13.61,tech.csv,,,USER-01164,High,,No,,Poor,,Male,,Positive,6.74,,,9.44,Yes,0.08,
,3.28,2.54,22,3.29,tech.csv,,,USER-01165,Medium,,Yes,,Poor,,Female,,Neutral,7.05,,,8.05,Yes,4.5,
,4.05,6.02,32,2.09,tech.csv,,,USER-01166,Medium,,No,,Good,,Other,,Positive,7.94,,,10.44,No,4.31,
,3.04,5.4,32,8.94,tech.csv,,,USER-01167,Low,,No,,Poor,,Male,,Negative,6.55,,,9.16,No,0.67,
,3.81,2.29,30,1.94,tech.csv,,,USER-01168,Low,,No,,Poor,,Other,,Positive,6.88,,,4.71,Yes,0.01,
,3.14,3.01,24,15.0,tech.csv,,,USER-01169,Medium,,No,,Poor,,Other,,Neutral,6.33,,,7.29,No,2.36,
,2.73,4.09,44,3.97,tech.csv,,,USER-01170,High,,Yes,,Excellent,,Female,,Negative,5.47,,,4.72,Yes,2.31,
,0.79,3.6,45,1.08,tech.csv,,,USER-01171,High,,Yes,,Good,,Female,,Positive,6.19,,,5.91,No,6.31,
,2.04,7.35,18,7.99,tech.csv,,,USER-01172,Medium,,Yes,,Excellent,,Male,,Neutral,5.18,,,5.42,No,6.63,
,0.97,0.46,64,2.67,tech.csv,,,USER-01173,Low,,No,,Good,,Other,,Negative,5.78,,,11.54,Yes,4.98,
,3.15,8.01,56,7.69,tech.csv,,,USER-01174,Medium,,No,,Poor,,Other,,Positive,4.95,,,9.89,Yes,4.84,
,0.93,9.08,22,5.31,tech.csv,,,USER-01175,Medium,,Yes,,Good,,Other,,Negative,6.76,,,9.73,Yes,0.55,
,3.91,2.67,42,14.33,tech.csv,,,USER-01176,Medium,,Yes,,Excellent,,Male,,Negative,5.72,,,11.12,Yes,7.23,
,3.07,0.15,59,11.74,tech.csv,,,USER-01177,High,,No,,Excellent,,Male,,Negative,6.54,,,4.32,Yes,5.77,
,3.63,0.27,22,12.84,tech.csv,,,USER-01178,Medium,,No,,Excellent,,Other,,Positive,7.46,,,1.23,Yes,4.68,
,1.66,9.25,52,2.34,tech.csv,,,USER-01179,High,,Yes,,Good,,Female,,Positive,5.78,,,5.58,No,5.36,
,0.64,8.02,57,6.62,tech.csv,,,USER-01180,Medium,,Yes,,Excellent,,Other,,Negative,7.21,,,7.42,No,4.84,
,4.66,8.13,28,14.63,tech.csv,,,USER-01181,Low,,Yes,,Poor,,Male,,Negative,6.57,,,9.29,No,3.36,
,4.02,0.13,35,1.88,tech.csv,,,USER-01182,Low,,No,,Poor,,Male,,Negative,5.38,,,6.13,No,5.49,
,2.66,2.88,34,4.7,tech.csv,,,USER-01183,Low,,No,,Poor,,Male,,Neutral,6.56,,,1.72,Yes,6.01,
,3.49,7.36,57,14.39,tech.csv,,,USER-01184,Medium,,Yes,,Fair,,Female,,Neutral,7.66,,,6.09,Yes,3.98,
,1.13,5.22,53,11.79,tech.csv,,,USER-01185,Low,,No,,Poor,,Other,,Negative,5.26,,,1.39,Yes,6.19,
,0.55,7.59,49,10.24,tech.csv,,,USER-01186,High,,Yes,,Fair,,Male,,Negative,7.84,,,9.68,Yes,6.46,
,3.59,8.25,62,3.68,tech.csv,,,USER-01187,High,,Yes,,Poor,,Male,,Neutral,7.79,,,11.37,Yes,6.16,
,0.69,0.74,28,14.83,tech.csv,,,USER-01188,Medium,,No,,Excellent,,Female,,Neutral,4.45,,,11.51,No,1.84,
,2.77,5.87,18,1.82,tech.csv,,,USER-01189,Medium,,No,,Excellent,,Male,,Neutral,5.82,,,8.61,No,7.93,
,2.0,6.2,58,6.74,tech.csv,,,USER-01190,Low,,No,,Good,,Male,,Neutral,7.2,,,10.04,No,3.21,
,1.48,0.57,62,9.26,tech.csv,,,USER-01191,Low,,No,,Fair,,Male,,Negative,7.17,,,2.92,Yes,5.91,
,1.3,0.19,29,12.95,tech.csv,,,USER-01192,High,,Yes,,Excellent,,Male,,Neutral,4.56,,,8.26,No,4.57,
,0.68,6.89,52,3.71,tech.csv,,,USER-01193,High,,Yes,,Fair,,Other,,Neutral,7.97,,,9.76,Yes,6.81,
,2.44,3.15,26,14.03,tech.csv,,,USER-01194,High,,Yes,,Excellent,,Other,,Positive,6.36,,,5.46,Yes,2.11,
,0.14,1.48,38,4.74,tech.csv,,,USER-01195,Low,,No,,Excellent,,Female,,Neutral,6.85,,,4.93,No,6.0,
,3.86,1.99,51,11.72,tech.csv,,,USER-01196,Low,,Yes,,Fair,,Female,,Positive,8.52,,,3.33,Yes,2.42,
,4.79,5.24,25,5.39,tech.csv,,,USER-01197,High,,Yes,,Poor,,Male,,Negative,5.51,,,11.57,Yes,5.73,
,4.23,0.82,33,1.8,tech.csv,,,USER-01198,High,,No,,Poor,,Other,,Negative,5.76,,,5.01,Yes,2.04,
,1.27,5.04,58,1.17,tech.csv,,,USER-01199,Medium,,No,,Good,,Other,,Negative,5.73,,,1.91,Yes,0.13,
,3.25,5.77,27,1.9,tech.csv,,,USER-01200,Medium,,No,,Fair,,Other,,Positive,6.57,,,4.77,No,7.2,
,4.48,0.31,58,6.36,tech.csv,,,USER-01201,High,,No,,Excellent,,Male,,Positive,7.98,,,5.45,No,5.04,
,0.02,2.72,31,1.49,tech.csv,,,USER-01202,Low,,No,,Fair,,Other,,Negative,4.37,,,11.72,Yes,3.76,
,1.74,7.86,40,14.06,tech.csv,,,USER-01203,Low,,No,,Excellent,,Male,,Positive,8.56,,,8.35,No,0.02,
,0.88,9.67,44,6.39,tech.csv,,,USER-01204,High,,No,,Poor,,Other,,Positive,5.8,,,3.01,No,3.44,
,2.4,8.0,26,12.74,tech.csv,,,USER-01205,High,,Yes,,Good,,Other,,Negative,8.0,,,1.2,Yes,2.36,
,2.26,4.35,42,4.34,tech.csv,,,USER-01206,High,,No,,Good,,Female,,Positive,5.8,,,9.42,Yes,5.9,
,2.64,1.55,25,5.97,tech.csv,,,USER-01207,Medium,,No,,Excellent,,Female,,Neutral,5.06,,,2.52,Yes,1.47,
,4.35,3.07,35,9.0,tech.csv,,,USER-01208,Medium,,No,,Poor,,Male,,Neutral,7.37,,,10.81,No,4.26,
,3.99,5.56,20,13.9,tech.csv,,,USER-01209,High,,No,,Fair,,Female,,Positive,8.97,,,10.52,Yes,4.55,
,3.25,8.34,41,2.4,tech.csv,,,USER-01210,Medium,,Yes,,Good,,Male,,Negative,6.02,,,7.92,Yes,1.98,
,3.36,9.15,37,12.99,tech.csv,,,USER-01211,Low,,Yes,,Good,,Male,,Neutral,5.9,,,6.88,Yes,1.9,
,3.8,6.6,26,8.31,tech.csv,,,USER-01212,High,,Yes,,Fair,,Other,,Neutral,8.0,,,4.52,Yes,5.34,
,0.44,5.65,31,13.56,tech.csv,,,USER-01213,Medium,,Yes,,Poor,,Male,,Neutral,6.75,,,7.5,No,2.92,
,3.43,0.95,23,8.81,tech.csv,,,USER-01214,Medium,,Yes,,Fair,,Male,,Neutral,8.74,,,10.04,Yes,3.14,
,0.15,9.62,42,8.69,tech.csv,,,USER-01215,High,,No,,Excellent,,Male,,Negative,4.94,,,1.75,Yes,2.05,
,0.41,0.82,41,14.58,tech.csv,,,USER-01216,Low,,Yes,,Fair,,Female,,Negative,8.68,,,11.09,No,6.79,
,4.94,7.47,63,10.99,tech.csv,,,USER-01217,Low,,No,,Fair,,Other,,Positive,6.32,,,4.87,No,6.74,
,2.8,6.7,31,13.18,tech.csv,,,USER-01218,Medium,,Yes,,Good,,Other,,Negative,8.58,,,7.77,No,7.6,
,3.9,3.86,18,13.93,tech.csv,,,USER-01219,High,,No,,Fair,,Other,,Neutral,6.84,,,8.22,Yes,1.78,
,4.89,3.69,37,12.65,tech.csv,,,USER-01220,High,,No,,Fair,,Male,,Negative,4.84,,,2.44,Yes,4.78,
,4.61,5.52,42,12.84,tech.csv,,,USER-01221,Medium,,No,,Fair,,Female,,Positive,7.69,,,4.34,No,5.09,
,2.54,3.49,55,1.11,tech.csv,,,USER-01222,Medium,,No,,Fair,,Other,,Neutral,5.01,,,9.55,Yes,0.25,
,0.99,1.93,36,11.61,tech.csv,,,USER-01223,Low,,No,,Fair,,Male,,Negative,7.81,,,2.98,Yes,6.7,
,4.4,9.35,46,4.22,tech.csv,,,USER-01224,Medium,,Yes,,Excellent,,Female,,Neutral,7.96,,,8.38,No,4.78,
,1.16,7.63,62,3.47,tech.csv,,,USER-01225,Medium,,Yes,,Fair,,Female,,Positive,7.35,,,10.89,No,4.73,
,1.11,0.08,36,8.22,tech.csv,,,USER-01226,High,,No,,Fair,,Male,,Negative,7.71,,,1.86,Yes,2.57,
,1.73,5.35,43,1.1,tech.csv,,,USER-01227,Medium,,No,,Excellent,,Female,,Positive,7.01,,,4.87,No,2.63,
,1.31,0.79,27,2.4,tech.csv,,,USER-01228,High,,Yes,,Fair,,Female,,Negative,8.45,,,4.89,Yes,6.33,
,1.13,2.89,31,5.44,tech.csv,,,USER-01229,High,,Yes,,Good,,Other,,Neutral,7.61,,,3.37,Yes,0.93,
,1.82,1.08,36,13.17,tech.csv,,,USER-01230,Low,,Yes,,Poor,,Female,,Positive,7.97,,,4.26,No,3.79,
,3.98,3.87,49,14.98,tech.csv,,,USER-01231,Medium,,Yes,,Poor,,Female,,Neutral,4.92,,,9.14,Yes,0.77,
,0.46,4.93,52,10.58,tech.csv,,,USER-01232,Medium,,Yes,,Good,,Female,,Neutral,4.48,,,8.53,Yes,2.59,
,0.7,2.82,49,6.21,tech.csv,,,USER-01233,Medium,,No,,Excellent,,Male,,Neutral,5.67,,,5.86,No,4.84,
,2.05,3.64,22,9.83,tech.csv,,,USER-01234,High,,Yes,,Poor,,Male,,Neutral,6.5,,,7.4,No,4.1,
,0.95,1.02,54,14.35,tech.csv,,,USER-01235,Medium,,Yes,,Poor,,Male,,Positive,7.63,,,11.91,Yes,2.72,
,3.43,6.77,31,7.76,tech.csv,,,USER-01236,Medium,,Yes,,Fair,,Other,,Negative,6.59,,,6.7,Yes,5.14,
,0.51,1.71,32,7.17,tech.csv,,,USER-01237,Medium,,No,,Good,,Other,,Positive,8.72,,,9.19,No,1.62,
,1.91,0.91,38,1.41,tech.csv,,,USER-01238,Medium,,Yes,,Fair,,Male,,Negative,8.46,,,4.05,Yes,0.19,
,2.17,3.52,43,12.08,tech.csv,,,USER-01239,Low,,Yes,,Good,,Female,,Negative,8.65,,,2.6,No,4.74,
,3.39,8.1,43,14.42,tech.csv,,,USER-01240,Low,,Yes,,Poor,,Other,,Negative,6.24,,,6.07,Yes,6.28,
,2.84,3.81,43,6.2,tech.csv,,,USER-01241,Medium,,No,,Good,,Male,,Negative,5.5,,,8.24,No,5.93,
,4.51,8.5,55,1.14,tech.csv,,,USER-01242,Low,,No,,Fair,,Other,,Neutral,6.63,,,6.84,Yes,3.39,
,1.79,7.26,59,1.84,tech.csv,,,USER-01243,Medium,,No,,Fair,,Female,,Neutral,4.21,,,4.66,No,3.15,
,2.85,6.16,22,12.79,tech.csv,,,USER-01244,Medium,,No,,Fair,,Female,,Positive,7.47,,,8.34,No,3.87,
,3.72,0.48,35,7.95,tech.csv,,,USER-01245,Medium,,Yes,,Fair,,Other,,Negative,4.05,,,11.31,No,5.27,
,0.39,9.25,30,9.92,tech.csv,,,USER-01246,High,,Yes,,Poor,,Other,,Negative,8.38,,,4.47,No,3.16,
,4.42,5.88,43,14.0,tech.csv,,,USER-01247,Low,,No,,Good,,Male,,Positive,8.51,,,7.11,Yes,6.49,
,3.9,0.18,58,5.18,tech.csv,,,USER-01248,Medium,,Yes,,Fair,,Male,,Neutral,4.31,,,7.69,Yes,1.14,
,1.87,9.23,35,5.64,tech.csv,,,USER-01249,Low,,No,,Poor,,Other,,Neutral,5.96,,,5.73,Yes,4.13,
,3.51,8.04,44,13.67,tech.csv,,,USER-01250,High,,No,,Excellent,,Other,,Negative,8.3,,,6.69,Yes,3.29,
,0.63,0.36,45,7.25,tech.csv,,,USER-01251,Low,,Yes,,Fair,,Female,,Neutral,8.58,,,4.22,No,4.36,
,3.34,3.4,46,4.27,tech.csv,,,USER-01252,Low,,No,,Poor,,Other,,Neutral,5.71,,,10.9,Yes,2.27,
,2.56,7.47,63,8.51,tech.csv,,,USER-01253,Low,,Yes,,Excellent,,Male,,Neutral,4.77,,,1.09,No,1.03,
,0.95,5.73,47,8.05,tech.csv,,,USER-01254,Medium,,No,,Fair,,Male,,Positive,7.08,,,3.28,No,3.69,
,3.13,8.61,25,11.84,tech.csv,,,USER-01255,Medium,,No,,Poor,,Other,,Negative,7.73,,,4.72,No,1.45,
,3.58,2.59,28,3.54,tech.csv,,,USER-01256,Low,,Yes,,Poor,,Male,,Neutral,8.05,,,3.53,Yes,6.46,
,1.1,7.39,19,4.87,tech.csv,,,USER-01257,High,,Yes,,Excellent,,Other,,Neutral,4.85,,,6.25,No,1.33,
,3.37,5.64,60,9.72,tech.csv,,,USER-01258,Low,,Yes,,Excellent,,Other,,Neutral,4.45,,,5.42,No,2.46,
,3.79,4.47,65,9.55,tech.csv,,,USER-01259,High,,Yes,,Good,,Female,,Negative,4.73,,,1.37,No,0.68,
,3.71,6.98,26,8.43,tech.csv,,,USER-01260,Low,,No,,Fair,,Other,,Neutral,4.11,,,8.34,No,1.09,
,3.95,7.16,28,14.55,tech.csv,,,USER-01261,Low,,Yes,,Good,,Other,,Positive,6.49,,,5.45,No,7.08,
,2.18,0.52,59,10.46,tech.csv,,,USER-01262,High,,Yes,,Poor,,Male,,Neutral,5.58,,,6.07,Yes,0.64,
,1.65,8.71,21,10.89,tech.csv,,,USER-01263,High,,Yes,,Fair,,Other,,Positive,5.08,,,5.77,No,4.77,
,2.42,6.32,20,2.66,tech.csv,,,USER-01264,Medium,,No,,Good,,Other,,Negative,8.91,,,7.02,Yes,0.77,
,2.74,2.29,56,14.06,tech.csv,,,USER-01265,Low,,No,,Good,,Male,,Negative,4.05,,,5.31,Yes,0.63,
,2.72,2.65,55,10.04,tech.csv,,,USER-01266,Low,,Yes,,Poor,,Other,,Positive,6.48,,,2.97,Yes,5.32,
,3.41,6.77,20,13.6,tech.csv,,,USER-01267,Medium,,No,,Excellent,,Male,,Neutral,8.43,,,11.25,No,5.44,
,1.31,2.19,33,7.85,tech.csv,,,USER-01268,Medium,,Yes,,Poor,,Other,,Neutral,5.84,,,11.57,Yes,2.92,
,0.32,7.6,61,14.26,tech.csv,,,USER-01269,Low,,Yes,,Fair,,Female,,Negative,4.19,,,7.34,Yes,3.95,
,3.51,6.63,34,11.68,tech.csv,,,USER-01270,Low,,No,,Excellent,,Female,,Neutral,5.58,,,9.03,No,5.31,
,1.21,0.93,25,10.74,tech.csv,,,USER-01271,High,,No,,Good,,Female,,Positive,5.8,,,3.58,No,5.48,
,2.02,5.58,32,2.6,tech.csv,,,USER-01272,High,,Yes,,Good,,Female,,Negative,7.23,,,3.12,Yes,5.77,
,1.46,8.96,45,5.26,tech.csv,,,USER-01273,High,,Yes,,Fair,,Male,,Positive,5.79,,,9.87,Yes,1.86,
,4.72,9.99,35,5.41,tech.csv,,,USER-01274,Low,,No,,Poor,,Other,,Positive,8.92,,,7.22,No,5.47,
,2.09,2.56,61,1.73,tech.csv,,,USER-01275,High,,Yes,,Poor,,Female,,Positive,8.63,,,10.06,Yes,6.93,
,2.68,8.08,31,12.3,tech.csv,,,USER-01276,Medium,,Yes,,Good,,Male,,Positive,8.76,,,6.96,Yes,2.39,
,1.9,3.97,51,2.84,tech.csv,,,USER-01277,Low,,Yes,,Poor,,Female,,Neutral,6.34,,,5.64,Yes,4.06,
,3.53,9.63,34,8.76,tech.csv,,,USER-01278,Medium,,Yes,,Poor,,Other,,Positive,4.7,,,6.07,Yes,5.64,
,2.16,9.16,41,9.06,tech.csv,,,USER-01279,High,,Yes,,Good,,Other,,Positive,7.53,,,4.05,Yes,7.55,
,2.72,8.84,23,9.27,tech.csv,,,USER-01280,Low,,Yes,,Good,,Female,,Positive,8.82,,,5.48,Yes,0.62,
,1.96,4.85,59,11.29,tech.csv,,,USER-01281,High,,No,,Excellent,,Other,,Negative,6.31,,,5.62,No,2.22,
,4.65,9.05,65,4.83,tech.csv,,,USER-01282,High,,No,,Fair,,Male,,Positive,7.07,,,4.14,Yes,2.84,
,0.68,1.17,63,7.18,tech.csv,,,USER-01283,Low,,No,,Poor,,Other,,Positive,4.07,,,10.89,No,6.34,
,3.75,3.59,50,12.59,tech.csv,,,USER-01284,High,,Yes,,Fair,,Other,,Negative,4.7,,,11.65,Yes,3.6,
,0.44,9.65,56,14.02,tech.csv,,,USER-01285,Medium,,No,,Good,,Male,,Negative,6.0,,,7.12,No,5.71,
,4.0,9.88,56,1.15,tech.csv,,,USER-01286,High,,Yes,,Fair,,Female,,Negative,5.74,,,8.89,No,3.52,
,4.76,0.58,28,7.11,tech.csv,,,USER-01287,Medium,,Yes,,Fair,,Other,,Positive,7.94,,,9.04,No,1.59,
,0.24,1.39,59,2.25,tech.csv,,,USER-01288,Medium,,Yes,,Fair,,Other,,Negative,5.91,,,8.73,Yes,2.51,
,0.23,8.98,47,5.04,tech.csv,,,USER-01289,Medium,,Yes,,Fair,,Female,,Positive,4.65,,,2.34,Yes,6.78,
,4.11,5.38,56,6.43,tech.csv,,,USER-01290,Low,,Yes,,Excellent,,Male,,Positive,6.94,,,10.02,Yes,4.97,
,3.59,3.93,61,2.32,tech.csv,,,USER-01291,High,,No,,Poor,,Female,,Positive,8.66,,,5.85,No,1.13,
,2.87,1.06,20,3.8,tech.csv,,,USER-01292,High,,No,,Fair,,Female,,Neutral,7.57,,,10.64,Yes,1.23,
,1.78,8.25,63,3.9,tech.csv,,,USER-01293,Low,,No,,Excellent,,Male,,Positive,8.27,,,5.94,No,3.38,
,4.63,7.81,33,3.86,tech.csv,,,USER-01294,Low,,Yes,,Poor,,Male,,Negative,5.21,,,2.72,Yes,3.03,
,3.8,9.02,19,4.28,tech.csv,,,USER-01295,Low,,Yes,,Poor,,Female,,Positive,6.24,,,7.58,Yes,6.41,
,4.41,0.64,46,1.74,tech.csv,,,USER-01296,Low,,No,,Good,,Other,,Positive,4.58,,,4.92,No,2.54,
,3.65,8.63,22,8.13,tech.csv,,,USER-01297,High,,Yes,,Good,,Male,,Positive,8.07,,,2.03,No,2.4,
,3.91,9.18,53,2.71,tech.csv,,,USER-01298,Low,,No,,Excellent,,Female,,Positive,4.43,,,9.59,Yes,4.37,
,0.97,8.9,35,12.46,tech.csv,,,USER-01299,Low,,Yes,,Poor,,Male,,Positive,7.65,,,3.05,No,5.97,
,2.61,5.91,21,14.39,tech.csv,,,USER-01300,Low,,Yes,,Good,,Male,,Neutral,7.0,,,7.96,Yes,2.87,
,2.82,6.46,62,12.38,tech.csv,,,USER-01301,Medium,,Yes,,Good,,Female,,Negative,5.42,,,10.51,Yes,7.2,
,1.64,9.57,44,7.61,tech.csv,,,USER-01302,High,,No,,Good,,Female,,Neutral,5.43,,,11.39,Yes,0.44,
,4.94,5.25,21,11.91,tech.csv,,,USER-01303,High,,Yes,,Poor,,Other,,Negative,4.29,,,10.83,No,7.19,
,0.65,0.4,46,8.26,tech.csv,,,USER-01304,Low,,Yes,,Poor,,Female,,Positive,4.6,,,8.57,No,6.49,
,1.83,0.73,40,14.13,tech.csv,,,USER-01305,Low,,Yes,,Good,,Male,,Negative,5.8,,,9.08,No,5.34,
,4.88,5.3,57,8.42,tech.csv,,,USER-01306,Low,,No,,Poor,,Other,,Negative,7.13,,,7.12,No,7.95,
,1.04,8.7,39,8.53,tech.csv,,,USER-01307,High,,Yes,,Poor,,Other,,Neutral,8.05,,,5.23,No,1.29,
,2.24,7.67,40,6.86,tech.csv,,,USER-01308,Medium,,Yes,,Good,,Male,,Positive,8.28,,,8.05,Yes,4.67,
,2.45,0.04,45,10.58,tech.csv,,,USER-01309,Low,,No,,Poor,,Other,,Positive,5.12,,,3.77,Yes,0.59,
,2.4,0.27,52,12.9,tech.csv,,,USER-01310,Low,,Yes,,Fair,,Other,,Negative,8.59,,,2.21,No,6.83,
,3.68,0.36,21,11.47,tech.csv,,,USER-01311,Low,,No,,Fair,,Male,,Negative,8.9,,,4.84,Yes,5.02,
,3.14,6.0,47,13.22,tech.csv,,,USER-01312,High,,Yes,,Fair,,Other,,Negative,8.58,,,8.49,No,2.36,
,1.71,1.33,39,12.9,tech.csv,,,USER-01313,Low,,Yes,,Excellent,,Male,,Positive,8.05,,,6.48,No,4.47,
,3.89,2.41,50,2.41,tech.csv,,,USER-01314,Medium,,Yes,,Fair,,Male,,Neutral,6.49,,,6.59,No,7.82,
,1.03,9.1,64,3.66,tech.csv,,,USER-01315,Medium,,Yes,,Excellent,,Male,,Positive,8.6,,,2.29,No,5.33,
,1.79,2.21,26,1.44,tech.csv,,,USER-01316,High,,Yes,,Poor,,Other,,Negative,5.03,,,8.56,Yes,3.98,
,0.3,1.13,54,8.44,tech.csv,,,USER-01317,High,,Yes,,Fair,,Female,,Neutral,5.83,,,2.13,Yes,3.49,
,1.83,1.6,32,2.35,tech.csv,,,USER-01318,Low,,No,,Fair,,Female,,Negative,5.82,,,3.7,No,7.82,
,1.95,3.55,26,4.84,tech.csv,,,USER-01319,Medium,,Yes,,Fair,,Other,,Negative,5.29,,,8.42,No,5.9,
,4.6,9.17,52,8.87,tech.csv,,,USER-01320,High,,Yes,,Excellent,,Male,,Positive,7.18,,,2.88,Yes,1.23,
,0.18,4.21,21,13.64,tech.csv,,,USER-01321,Medium,,No,,Poor,,Female,,Positive,6.56,,,2.96,Yes,0.65,
,4.12,8.49,64,1.25,tech.csv,,,USER-01322,Low,,Yes,,Fair,,Male,,Negative,8.62,,,4.63,Yes,1.84,
,2.55,6.9,64,13.88,tech.csv,,,USER-01323,Medium,,No,,Fair,,Female,,Negative,4.99,,,10.37,No,7.82,
